Customer,Unit #,VIN,Year,Make / Model
AZZA LOGISTICS LLC,768,4V4NC9GH37N464768,2007,Volvo VNL
STATE BROTHERS LLC,769,3AKJGLD58GSGV4812,2016,Freightliner Cascadia
LOADX POWER INC,7695,4V4NC9EH8GN937696,2016,Volvo Truck VNL
USA EXPRESS LLC,77,1FUJHHDR5MLMX8660,2021,Freightliner Cascadia
GHALL TRUCKING INC,77,1XKYD49X4PJ247867,2023,Kenworth T680
ITF GROUP LLC,77,1XKYDP9X5PJ249497,2023,Kenworth T680
BLACK HOSR INC,77,3AKJGLD52FSGC9219,2015,Freightliner Cascadia
GLOBEX,77,3AKJHHDR0JSJF9811,2018,Freightliner Cascadia
LOAD X FREIGHT LLC,77,3AKJHHDR1KSKD8664,2019,Freightliner Cascadia
IATE INC,77,3AKJHHDR8LSLJ4547,2020,Freightliner Cascadia
ITF GROUP LLC,77,4V4NC9EH0NN296695,2022,Volvo Truck VNL
TAKE CARE TRANSPORTATION,77,4V4NC9EJ6HN971106,2017,Volvo VNL
PRIME CARGO,77,4V4NC9EJ9PN618244,2023,Volvo VNL
UZ HIGHWAY LLC,770,1FUJHHDR8KLKN7552,2019,Freightliner Cascadia
KARVON GROUP,770,1FUJHHDV1LLKY4803,2020,Freightliner Cascadia
ALIF EXPRESS INC,770,3AKJHHDV1KSKF7633,2019,Freightliner Cascadia
AL DABBAGH,770,4V4NC9EH2MN284406,2021,Volvo VNL
AL DABBAGH,770,4V4NC9EH2MN284506,2021,Volvo Truck VNL
JET CARGO EXPRESS LLC,7700,3AKJHHDR3KSKM1800,2019,Freightliner Cascadia
PINTO EXPRESS,7702,4V4NC9EH3NN297702,2022,Volvo VNL
AL DABBAGH,771,3AKJHHDR3KSKG9091,2019,Freightliner Cascadia
AIR PRIME,771,3AKJHHDR7NSMZ0427,2022,Freightliner Cascadia
MGK EXPRESS,7719,4V4NC9EH3RN625660,2024,Volvo VNL
AL DABBAGH,772,3AKJHHDRXPSNU8520,2023,Freightliner Cascadia
SUCCESSOR INC,772,3AKJHHDRXPSNU8520,2023,Freightliner Cascadia
PINTO EXPRESS,7721,4V4NC9EH7NN297721,2022,Volvo VNL
BIG DUCK TRUCKING,7727,3AKJGLDR1HSJJ6342,2017,Freightliner Cascadia
AL DABBAGH,773,1FUJHHDR1LLLJ7978,2020,Freightliner Cascadia
STATE BROTHERS LLC,773,3AKJHHDR3KSKG2531,2019,Freightliner Cascadia
MYM CARGO EXPRESS,7732,1FUJGLD55FLGD7732,2015,Freightliner Cascadia
Anex llc,7732,1FUJGLD55FLGD7732,2015,Freightliner Cascadia
PINTO EXPRESS,7735,4V4NC9EH7NN297735,2022,Volvo VNL
STATE BROTHERS LLC,774,3AKJGLDR2GSGX0524,2016,Freightliner Cascadia
PINTO EXPRESS,7753,3AKJGLDV2JSJL7753,2018,Freightliner Cascadia
ISKA GROUP INC,7755,3AKJHHDR6KSKH7279,2019,Freightliner Cascadia
LONG HAUL LLC,7764,3AKJHHDR2NSMT7764,2022,Freightliner Cascadia
GOLDEN TOUCH LOGISTICS LLC,777,1FUJHHDR0LLLN2172,2020,Freightliner Cascadia
ITF GROUP LLC,777,1FUJHHDR0MLME8297,2021,Freightliner Cascadia
BABILINE LLC,777,1M2MDBAAXRS012291,2024,Mack MD
Samuz express,777,1XKYD49X0HJ165300,2017,Kenworth T680
F & T TRANSPORT,777,1XKYD49X0HJ165300,2017,Kenworth T680
HTX ONE LLC,777,1XKYD49XXKJ242231,2019,Kenworth T680
DELO,777,3AKJHHDR0JSJV8548,2018,Freightliner Cascadia
NEW WAY CARGO INC,777,3AKJHHDR0JSJV8548,2018,Freightliner Cascadia
UNI TRANS LLC,777,3AKJHHDR1JSJV7425,2018,Freightliner Cascadia
AZIZA N CORP,777,3AKJHHDR1KSKG4391,2019,Freightliner Cascadia
GREEN LIGHT EXPRESS,777,3AKJHHDR1LSMC5257,2020,Freightliner Cascadia
GREEN LIGHT EXPRESS,777,3AKJHHDR3MSML4497,2021,Freightliner Cascadia
CLE CARGO,777,3AKJHHDR3MSML4497,2021,Freightliner Cascadia
US DAR,777,3AKJHHDR3MSML4497,2021,Freightliner Cascadia
SMM CARGO LLC,777,3AKJHHDR6MSMC1190,2021,Freightliner Cascadia
BORDERLANDERS INC,777,3AKJHHDR9LSLJ4489,2020,Freightliner Cascadia
ELSHODBEK EXPRESS INC,777,3AKJHHDR9LSLJ4489,2020,Freightliner Cascadia
IQS,777,4V4NC9EH1LN244249,2020,Volvo VNL
HUMO Transportation Services,777,4V4NC9EH3JN996175,2018,Volvo VNL
Sharp System LLC,777,4V4NC9EH3MN269249,2021,Volvo VNL
STW LTO,777,4V4NC9EH3MN269249,2021,Volvo VNL
ACE GRANDEUR LLC,777,4V4NC9EH4MN263248,2021,Volvo VNL
DQ EXPRESS,777,4V4NC9EH5EN156548,2014,Volvo VNL
ECOPITT LLC,777,4V4NC9EH5EN156548,2014,Volvo VNL
BIG DUCK TRUCKING,777,4V4NC9EH5LN230855,2020,Volvo VNL
UNITED BROTHERS,777,4V4NC9EH6LN228340,2020,Volvo VNL
STRAIGHT CARGO,777,4V4NC9EH7GN960482,2016,Volvo VNL
GOLDMAN,777,4V4NC9EH7JN889047,2018,Volvo VNL
SPEEDEL CARGO,777,4V4NC9EH9JN997234,2018,Volvo VNL
GOLDMAN TRUCKING LLC,777,4V4NC9EH9LN228364,2020,Volvo VNL
UZ TRUCKING,777,4V4NC9EHXGN957561,2016,Volvo VNL
CAM DEM XPRESS LLC,777,4V4NC9EHXLN228244,2020,Volvo VNL
STL,777,4V4NC9EHXLN228244,2020,Volvo VNL
USAN ROAD LLC,777,4V4NC9EHXLN228244,2020,Volvo VNL
GLOBAL MASTER TRANS,777,4V4NC9EJ7LN226812,2020,Volvo VNL
SILVER TRANSPORT LOGISTICS,777,4V4NC9EJ99N276815,2009,Volvo VNL
Frozen Transportation Express LLC,777,4V4NC9TH8FN916699,2015,Volvo VNL
YOU NEED IT WE GET IT TRANSIT LLC,777,4V4WC9EG1KN206000,2019,Volvo VNR
ITF GROUP LLC,7770,1FUJHHDRXKLJL1306,2019,Freightliner Cascadia
BMB,7770,4V4NC9EH5KN204402,2019,Volvo VNL
VPOWER,7777,1FUJHHDV7NLNH9922,2022,Freightliner Cascadia
BORDERLANDERS INC,7777,3AKJGLD51GSGR9767,2016,Freightliner Cascadia
Longhorn Cargo,7777,3AKJGLD52GSHB0951,2016,Freightliner Cascadia
Sodiq Khidirov,7777,3AKJGLDR7HSHM5901,2017,Freightliner Cascadia
YORKSTAR LLC,7777,3AKJHHDR2KSKD9256,2019,Freightliner Cascadia
RADEON LOGISTICS,7777,3AKJHHDR7NSNB8190,2022,Freightliner Cascadia
SHON EXPRESS,7777,3AKJHHDR8MSMU3356,2021,"Freightliner New Cascadia 126 Sleepercab"""
BIG DUCK TRUCKING,7777,4V4NC9EH2JN997236,2018,Volvo VNL
WORLD LOGISTICS LLC,7777,4V4NC9EH3LN244558,2020,Volvo VNL
JET CARGO EXPRESS LLC,7777,4V4NC9EH3LN244558,2020,Volvo VNL
BEK LOGISTICS,7777,4V4NC9EH3LN244558,2020,Volvo VNL
MR TRANSPORT  LLC,7777,4V4NC9EHXSN670875,2025,Volvo VNL
SIRIUS LOGISTICS,7777,4V4NC9EJ0FN914557,2015,Volvo VNL
STATE BROTHERS LLC,778,3AKJHHDR6LSLK1576,2020,Freightliner Cascadia
PINTO EXPRESS,7788,4V4NC9EH6NN297788,2022,Volvo VNL
STATE BROTHERS LLC,779,3AKJHHDR7LSLK2767,2020,Freightliner Cascadia
ANSOR EXPRESS,779,4V4NC9EHXGN955700,2016,Volvo VNL
PINTO EXPRESS,7792,4V4NC9EH8NN297792,2022,Volvo VNL
GLOBEX,78,3AKJHHDRXRSVF1433,2024,Freightliner Cascadia
TURON TRANS,78,4V4NC9EH8HN992066,2017,Volvo VNL
ARAVAN CARGO,78,4V4NC9EH8HN992066,2017,Volvo VNL
BOSS TRANS,780,1FUJHHDR1KLKH4267,2019,"Freightliner New Cascadia 126 Sleepercab"""
STATE BROTHERS LLC,780,3AKJHHDR7LSLJ7391,2020,Freightliner Cascadia
BSL TRANSPORT,780,4V4NC9EH3HN984229,2017,Volvo VNL
CLE CARGO,7801,3AKJHHDR0PSMT7801,2023,Freightliner Cascadia
EVEREST EXPRESS,78022,1DW1A5327NBA78022,2022,Stoughton trailers Stoughton trailers
ITF GROUP LLC,78032,1DW1A532XNBA78032,2022,Stoughton trailers Stoughton trailers
ITF GROUP LLC,78036,1DW1A5327NBA78036,2022,Stoughton trailers Stoughton trailers
PINTO EXPRESS,7805,4V4NC9EH2NN297805,2022,Volvo VNL
GOZAL,782,3AKJHHDR8RSVG5089,2024,Freightliner Cascadia
R BROTHERS TRANSPORT LLC,7827,3AKJHHDR9MSMM7769,2021,Freightliner Cascadia
BORDERLANDERS INC,7838,4V4NC9EH2NN607838,2022,Volvo VNL
R BROTHERS TRANSPORT LLC,7843,3AKJHHDR6MSMM7843,2021,Freightliner Cascadia
ALWR CV TRUCKING LLC,7843,3AKJHHDR6MSMM7843,2021,Freightliner Cascadia
ROBERTSON TRUCKS LLC,786,3AKJHHDR0LSLK1623,2020,Freightliner Cascadia
ZT TRANSPORTATION,786,3AKJHHDR7MSMG8096,2021,Freightliner Cascadia
STW LTO,786,3AKJHHDR7MSMG8096,2021,Freightliner Cascadia
ROYCE LLC,786,4V4NC9EH7PN334396,2023,Volvo VNL
IS EXPRESS,787,3AKJGLD54GSGR1615,2016,Freightliner Cascadia
DN Logistics,787,3AKJGLDRXGSGP5938,2016,Freightliner Cascadia
TOTA TRUCKING LLC,7881,3AKJHHDR3MSMM7881,2021,Freightliner Cascadia
YAYA CARGO EXPRESS,7884,5JW3U3029K3257884,2019,Sure-Trac Sure-Trac Trailers
ITF GROUP LLC,7885,3AKJHHDR0MSMM7885,2021,Freightliner Cascadia
STATE BROTHERS LLC,789,3AKJHHDR4PSNL0529,2023,Freightliner Cascadia
ALPHA POWER,789,4V4NC9EG1JN895711,2018,Volvo VNL
SMOKEN INC,79,4V4NC9EH5HN970283,2017,Volvo VNL
STATE BROTHERS LLC,790,4V4NC9TH8LN250942,2020,Volvo VNL
US TEAM CORP,790,5V8VC5327SM404588,2025,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
LITTLE STAR TRANS LLC,7912,3AKJHHDR7PSNG7912,2023,Freightliner Cascadia
PINTO EXPRESS,7912,4V4NC9EH3NN297912,2022,Volvo VNL
UZAUTO,794714,3AKJHHDR3SSVY4509,2025,Freightliner Cascadia
EOS GROUP INC,795,3AKJGLD51FSGF9795,2015,Freightliner Cascadia
USA SILK WAY,796567,3AKJHHDR7TSWP6384,2026,Freightliner Cascadia
EAGLE EYE,796616,4V4BC9EH9SN691560,2025,Volvo NEW VNL
ASA CARGO LLC,799,4V4NC9EH9FN187514,2015,Volvo VNL
NIGHTWELL LOGISTICS,8,1FUJHHDR8KLKG4660,2019,Freightliner Cascadia
BEK Trans,8,1M1AN4GY3KM006900,2019,Mack Anthem
TRM TRANSPORT LLC,8,1NPXD49X7PD799118,2023,Peterbilt 389
TRM TRANSPORT LLC,8,4U3J04821PL021889,2023,X-l Specialized Trailers Inc X-L SPECIALIZED TRAILERS INC
ACE GRANDEUR LLC,8,4V4NC9EHXKN220580,2019,Volvo VNL
BSH,8,4V4NC9EJXLN228179,2020,Volvo VNL
TOP TEAM,80,3AKJGLBGXHSHB0069,2017,Freightliner Cascadia
MYM CARGO EXPRESS,80,3AKJHHDR7LSLJ2725,2020,"Freightliner New Cascadia 126 Sleepercab"""
Moonstar Express LLC.,80,4V4NC9EH9DN147558,2013,Volvo VNL
SUCCESSOR INC,80,4V4NC9EHLNN226542,2022,Volvo Truck VNL
AL-AMIN TRANSPORTATION LLC,800,4V4NC9EH0PN339505,2023,Volvo VNL
JIT TRANSPORT,800,4V4NC9EJ6HN970621,2017,Volvo VNL
LEGACY VALET,8006,3HSDZAPR4KN048006,2019,International LT625
AL-AMIN TRANSPORTATION LLC,802,4V4NC9EH8LN231773,2020,Volvo VNL
DEADHEAD TRUCKING,8022,3AKJHHDR6LSLM9863,2020,Freightliner Cascadia
MALIKA TRANS INC,8040,4V4NC9EH6KN208040,2019,Volvo VNL
Progressive Carriers LLC.,8040,4V4NC9EH6KN208040,2019,Volvo VNL
BROS TRANSPORT LLC,8040,527SR5326LL018040,2020,"CIMC Reefer Trailer CIMC REEFER TRAILER,INC."
SHER TRUCKING INC,805,3AKJHHDR8LSLJ4550,2020,Freightliner Cascadia
TRUST GIG,8064,3AKJHHDR7NSNA8064,2022,Freightliner Cascadia
7SKY,808,1FUJHHDR2LLLY9255,2020,Freightliner Cascadia
Jakhongir Tairov,808,3AKJGLD55FSGB3516,2015,Freightliner Cascadia
STRAIGHT CARGO,808,4V4NC9EH4KN201412,2019,Volvo VNL
EAGLE EYE,808,4V4NC9EH4KN201412,2019,Volvo VNL
BUTATA LLC,808,4V4NC9EH7PN615694,2023,Volvo VNL
JNS PRIME LOGISTICS LLC,8080,3AKJHHDV6PSNZ8764,2023,Freightliner Cascadia
YDV LLC,8080,3AKJHHDV6PSNZ8764,2023,Freightliner Cascadia
BEK TRANSPORTATION,8080,4V4NC9EJ1NN289875,2022,Volvo VNL
SIROJIDDIN MURTOZAEV,8080,4V4NC9EJ1NN289875,2022,Volvo VNL
SMM,8080,4V4NC9EJ1NN289875,2022,Volvo VNL
SAM CITY EXPRESS,809,1FUJHHDR1PLNG7433,2023,Freightliner Cascadia
Avaz Trucking Corp,8100,3AKJHHDR5MSMG8100,2021,Freightliner Cascadia
CITY TRANS LLC,8152,4V4BC9EH5TN698152,2026,Volvo NEW VNL
STW LTO,818,4V4NC9EH8FN185818,2015,Volvo VNL
UFS GROUP,8181,3AKJHHDR8PSUE0974,2023,Freightliner Cascadia
ROYCE LLC,8186,3AKJHHDR5NSNB8186,2022,Freightliner Cascadia
x TRANSPORT LLC,8186,3AKJHHDR5NSNB8186,2022,Freightliner Cascadia
SENCO LOGISTICS INC,8190,3AKJHHDR7NSNB8190,2022,Freightliner Cascadia
MR TRANSPORT  LLC,8190,3AKJHHDR7NSNB8190,2022,Freightliner Cascadia
MR TRANSPORT  LLC,8190,4V4NC9EH6NN287830,2022,Volvo VNL
MBLA LOGISTICS LLC,82,13N-1532C-7-D1558308,2016,Fontaine Trailer Co.
MYM CARGO EXPRESS,82,3AKJGLD54GSGV0742,2016,Freightliner Cascadia
CITY TRANS LLC,8206,4V4BC9EH2TN698206,2026,Volvo NEW VNL
NHA GLOBAL INC,8238,3AKJGLDR6HSHD8238,2017,Freightliner Cascadia
Best Way Truck & Trailer Repair LLC,8238,3AKJGLDR6HSHD8238,2017,Freightliner Cascadia
CITY TRANS LLC,8250,4V4BC9EH5TN698250,2026,Volvo NEW VNL
YAYA CARGO EXPRESS,8263,3C6UR5CLXPG638263,2023,RAM 2500
PRIME CARGO,8264,3AKJHHDR1MSME8264,2021,Freightliner Cascadia
AFF TRANS LLC,826740,3AKJGLDR4KSKN1824,2019,Freightliner Cascadia
CITY TRANS LLC,8270,4V4BC9EH0TN698270,2026,Volvo NEW VNL
VANCE ENTERPRISES,8272,4V4NC9EH2GN963421,2016,Volvo VNL
IATE INC,8276,4V4BC9EH1TN698276,2026,Volvo NEW VNL
CARGO MAX LLC,828,3AKJHHDR2KSLR1378,2019,Freightliner Cascadia
GOZAL,828,3AKJHHDR8PSUL9537,2023,Freightliner Cascadia
MJ WORLD,8294,1FUJHHDR5MLME8294,2021,Freightliner Cascadia
VIP Global Inc.,8294,1FUJHHDR5MLME8294,2021,Freightliner New Cascadia 126
CITY TRANS LLC,8299,4V4BC9EH2TN698299,2026,Volvo VNL (4)
CITY TRANS LLC,8317,4V4BC9EH0TN698317,2026,Volvo NEW VNL
GG CARGO,83229,5V8VA5322JT805332,2018,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
CITY TRANS LLC,8323,4V4BC9EH6TN698323,2026,Volvo NEW VNL
GG CARGO,83237,5V8VA5321JT805340,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ZERO MAX Inc,83241,5V8VA5329JT805344,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,83243,5V8VA5322JT805346,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,83250,5V8VA532XJT805353,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,83253,5V8VA5325JT805356,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ZERO MAX Inc,83256,,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ZERO MAX Inc,83256,5V8VA5320JT805359,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ZERO MAX Inc,83257,5V8VA5327JT805360,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,83257,5V8VA5327JT805360,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,83258,5V8VA5329JT805361,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
CITY TRANS LLC,8340,4V4BC9EH6TN698340,2026,Volvo NEW VNL
CITY TRANS LLC,8342,4V4BC9EHXTN698342,2026,Volvo NEW VNL
IQS,835,3AKJHHDR6NSMZ0385,2022,Freightliner Cascadia
ONTIMECHASE INC,8352,4V4NC9EH2MN268352,2021,Volvo VNL
ITF GROUP LLC,8352,4V4NC9EH2MN268352,2021,Volvo VNL
USA SILK WAY,835280,5V8VC5329SM506863,2025,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
Moonstar Express LLC.,8374,1FVACWBS18HZ08374,2008,Freightliner M2
CITY TRANS LLC,8376,4V4BC9EH5TN698376,2026,Volvo NEW VNL
YDV LLC,8383,1FUJHHDV7LLKT6979,2020,Freightliner Cascadia
YDV LLC,8383,3AKJHHDV4LSLR8234,2020,Freightliner Cascadia
STW LTO,8390,3AKJHHDR0PSUN8390,2023,Freightliner Cascadia
CITY TRANS LLC,8390,4V4BC9EHXTN698390,2026,Volvo NEW VNL
ED CARGO,84,3AKJHHDR5KSKB4285,2019,Freightliner Cascadia
CITY TRANS LLC,8409,4V4BC9EH5TN698409,2026,Volvo NEW VNL
EAGLE EYE,842733,3AKJHHFG6TSWJ1523,2026,Freightliner Cascadia
CITY TRANS LLC,8429,4V4BC9EH0TN698429,2026,Volvo NEW VNL
JERR-DAN,8432,1FDLF47F3SEA08432,1995,Ford F-Super Duty
VRV EXPRESS INC,8434,4V4BC9EH4TN698434,2026,Volvo VNL (4)
YOU NEED IT WE GET IT TRANSIT LLC,8437,4V4NC9EH6LN258437,2020,Volvo VNL
ITF GROUP LLC,8461,3AKJHHDRXLSLP8461,2020,Freightliner Cascadia
ALEX ABDULL,8471,5NPD84LF5KH478471,2019,Hyundai Elantra
BARAN TRANSPORTATION INC,85,4V4NC9EH6PN334406,2023,Volvo VNL
ASAP,8506,1M2MDBAA0PS008506,2023,Mack MD
ROYCE LLC,8509,3AKJHHDR2SSWG8509,2025,Freightliner Cascadia
ROYCE LLC,8534,3AKJHHDR1SSWG8534,2025,Freightliner Cascadia
YDV LLC,8585,3AKJHHDV9LSLR8228,2020,Freightliner Cascadia
ITF GROUP LLC,85991,3AKJHHDV2PSNU7634,2023,Freightliner Cascadia
CBM & FAMILY (CHRIS BROWN),863,4V4NC9GH57N481863,2007,Volvo VNL
Markus transport,8637,1UYVS2532P6798637,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
YOU NEED IT WE GET IT TRANSIT LLC,866,4V4NC9EH7SN685589,2025,Volvo VNL
BURAQ LIMITED,868,3AKJHHDR2LSLY4870,2020,Freightliner Cascadia
NAIR,871,1FUJA6CK07LX72193,2007,Freightliner Columbia
NAIR,872,3AKJGLDR6KDKL1479,2019,Freightliner Cascadia
ROYCE LLC,87342,4V4NC9EJ1SN687342,2025,Volvo VNL
SLS GLOBAL LOGISTICS LLC,87342,4V4NC9EJ1SN687342,2025,Volvo VNL
MR TRANSPORT  LLC,87342,4V4NC9EJ1SN687342,2025,Volvo VNL
ORM LOGISTICS LLC,87372,4V4NC9EJXSN687372,2025,Volvo VNL
GOLDWAY TRANS,873739,4V4NC9EH9KN873739,2019,Volvo VNL
NUR TRANSPORTATION,8740,3AKJHHDR8MSMG8740,2021,Freightliner Cascadia
GOLDEN TOUCH LOGISTICS LLC,8740,3AKJHHDR8MSMG8740,2021,Freightliner Cascadia
SHOD EXPRESS LLC,8740,3AKJHHDR8MSMG8740,2021,Freightliner Cascadia
ROYCE LLC,8749,3AKJHHDR5MSMR8749,2021,Freightliner Cascadia
WELLSCARGO,877,3AKGGLDR9HSGC5877,2017,Freightliner Cascadia
BEK Trans,877,4V4NC9EH6KN898999,2019,Volvo VNL
GOZAL,8778,3AKJBBDR1NSMT7786,2022,Freightliner CST120
STW LTO,8778,3AKJHHDRXMSMT7929,2021,Freightliner New Cascadia 126
GOZAL,878,4V4NC9EH1PN611513,2023,Volvo VNL
SUCCESSOR INC,8787,1FUJHHDV0LLKT6984,2020,Freightliner Cascadia
AL DABBAGH,8787,1FUJHHDV0LLKT6984,2020,Freightliner Cascadia
SENCO LOGISTICS INC,88,4V4NC9EH3JN997231,2018,Volvo VNL
LJR HAULING LLC,88,4V4NC9EH3JN997231,2018,Volvo VNL
ROYCE LLC,88,4V4NC9EH3JN997231,2018,Volvo VNL
FIVE STAR LOGISTICS,88,4V4NC9EHUNN302339,2022,Volvo Truck VNL
ROYCE LLC,880,4V4NC9EHXKN193607,2019,Volvo VNL
PINTO EXPRESS,8856,3AKJHHDR0MSMH8856,2021,Freightliner Cascadia
AMMAR EXPRESS LLC,8856,3AKJHHDR0MSMH8856,2021,Freightliner Cascadia
ITF GROUP LLC,888,3AKJGLD55FSGC0117,2015,Freightliner Cascadia
ONTIMECHASE INC,888,3AKJGLD55GSFP7624,2016,Freightliner Cascadia
NUKA EXPRESS,888,3AKJHHDR5JSKB1966,2018,Freightliner Cascadia
STRAIGHT CARGO,888,3AKJHHDR5KSKJ4954,2019,Freightliner Cascadia
FAIR AND FAST LOGISTICS,888,4V4BC9EH7SN694862,2025,Volvo NEW VNL
BEST SHIPPER INC,888,4V4NC9EJXNN289874,2022,Volvo VNL
AMMAR EXPRESS LLC,8899,3AKJHHDR7MSMH8899,2021,Freightliner Cascadia
SSL TRUCKING INC,89,1XKYDP9X4KJ243926,2019,Kenworth T680
STL,89,3AKJGLD54FSGL1381,2015,Freightliner Cascadia
ARAVAN CARGO,89,3AKJGLD54FSGL1381,2015,Freightliner Cascadia
ONTIMECHASE INC,8976,3AKJHHDR1NSNB8976,2022,Freightliner Cascadia
AMMAR EXPRESS LLC,8989,3AKJHHDR8MSMH8989,2021,Freightliner Cascadia
EVEREST EXPRESS,898901,3HSDZAPR1KN841019,2019,International LT625
AKRON CARRIERS,899,3HSDZTZR3KN046899,2019,International LT625
"ARZUW,INC.",9,1FUJGLDRXJLJK4859,2018,Freightliner Cascadia
PATAGONIA,9,1FUJHHDR3NLNC0269,2022,Freightliner Cascadia
ROYCE LLC,90,4V4NC9EH4JN997240,2018,Volvo VNL
BROS TRANSPORT LLC,900,1M1AN4GY9PM034787,2023,Mack Anthem
ITF GROUP LLC,900,3AKJHHDR1PSUE0900,2023,Freightliner Cascadia
JET CARGO EXPRESS LLC,900,3AKJHHDR4NSNA4070,2022,Freightliner Cascadia
ARCTIC,9001,1JJV532B8PL317645,2023,Wabash Vans Refrigerated Van
FLOLOVE TRANSPORTATION,901,3AKJGLBG0FSGU8277,2015,Freightliner Cascadia
VIP Global Inc.,902,4V4NC9EG1FN190902,2015,Volvo VNL
TAYLOR & TAYLOR,9024,3HSDZAPR7KN079024,2019,International LT625
USA SILK WAY,904490,1GR1P0628NT335866,2022,Great Dane Trailers Great Dane Trailers
USA SILK WAY,904503,1GR1P0626NT335879,2022,Great Dane Trailers Great Dane Trailers
USA SILK WAY,904504,1GR1P0622NT335880,2022,Great Dane Trailers Great Dane Trailers
USA SILK WAY,904507,1GR1P0628NT335883,2022,Great Dane Trailers Great Dane Trailers
ECO EXPRESS,904529,1GR1P0623NT335905,2022,Great Dane Trailers Great Dane Trailers
USA SILK WAY,904565,1GR1P0627NT335941,2022,Great Dane Trailers Great Dane Trailers
USA SILK WAY,904568,1GR1P0622NT335944,2022,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,904869,1GR1P0623NT431792,2022,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,904880,1GR1P0624NT431803,2022,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,904883,1GR1P062XNT431806,2022,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,904912,1GR1P0626NT431835,2022,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,904917,1GR1P062XNT431840,2022,Great Dane Trailers Great Dane Trailers
MYDREAMSMHD LLC,905,4V4NC9EH1KN905373,2019,Volvo VNL
GOLDEN TOUCH LOGISTICS LLC,9050,3AKJHHDRXMSMG9050,2021,Freightliner Cascadia
ITF GROUP LLC,905057,1GR1P0623ND411746,2022,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,905064,1GR1P0620ND411753,2022,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,905096,1GR1P0622ND411785,2022,Great Dane Trailers Great Dane Trailers
GG CARGO,905673,5V8VC5327PM305860,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905676,5V8VC5322PM305863,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905677,5V8VC5324PM305864,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905678,5V8VC5326PM305865,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905680,5V8VC532XPM305867,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905685,5V8VC5323PM305872,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ZERO MAX Inc,905686,5V8VC5325PM305873,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905689,5V8VC5320PM305876,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905690,5V8VC5322PM305877,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905691,5V8VC5324PM305878,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905694,5V8VC5324PM305881,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905695,5V8VC5326PM305882,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905696,5V8VC5328PM305883,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905697,5V8VC532XPM305884,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
