Customer,Unit #,VIN,Year,Make / Model
NIGHTWELL LOGISTICS,060,4V4NC9EH0RN635093,2024,Volvo VNL
BLACK PEARL LOGISTICS LLC,0601,3AKJGLD55GSHA1242,2016,Freightliner Cascadia
BLACK PEARL LOGISTICS LLC,0606,3AKJGLD69ESFT8086,2014,Freightliner Cascadia
LONE RANGER EXPRESS LLC,0610,3HSDZAPR1JN753909,2018,International LT625
VIP Global Inc.,0636,4V4NC9EHXFN913171,2015,Volvo VNL
Anex llc,0636,4V4NC9EHXFN913171,2015,Volvo VNL
BIG DUCK TRUCKING,0639,3AKJHHDRXMSMC0639,2021,Freightliner Cascadia
LJR EXPRESS,0640,1HTMMMML5KH700640,2019,International MA025
PGH EXPRESS,0676,3ELA6RX22PG000676,2023,Atro ATRO
MONO FREIGHT LLC,07,1RNF53A23PR065277,2023,Reitnouer Inc Reitnouer Inc Trailers
Midstate Trucking LLC,07,1TTF532A8J3078324,2018,Transcraft Aluminium Flatbed
MDT,07,1XP5DB9X7LN294881,2020,Peterbilt 379
ARTWO LLC,07,4V4NC9EH9MN231475,2021,Volvo VNL
ROYCE LLC,07,4V4NC9EH9MN231475,2017,Volvo Truck VNL
PINTO EXPRESS,07,4V4NC9EH9MN265268,2021,Volvo VNL
J&S CARGO INC,07,4V4NC9EHXHN992487,2017,Volvo VNL
OBARKER TRUCKING LLC,070,3AKJHHDR1RSVK7378,2024,Freightliner Cascadia
US DAR,070,3AKJHHDR1RSVK7378,2024,Freightliner Cascadia
STW LTO,070,3AKJHHDR7KSKJ4759,2019,Freightliner Cascadia
TRANSWORLD TRUCKING LLC,070,3AKJHHDR9JSJW7720,2018,Freightliner Cascadia
BEDFORD EXPRESS LLC,070,4V4NC9EHXMN274142,2021,Volvo VNL
JAYKHUN CARGO LLC,070,4V4NC9EJ5RN643287,2024,Volvo VNL
NIGHTWELL LOGISTICS,070,4V4NC9EJ5RN643287,2024,Volvo VNL
BORDERLANDERS INC,070,4V4NC9EJ5RN643287,2024,Volvo VNL
EAGLE EYE,070,4V4WC9EG0KN205954,2019,Volvo VNR
GG CARGO,0701,3AKJHHFG1KSLL1491,2019,Freightliner Cascadia
GG CARGO,0702,1FUJHHDR9KLKP0780,2019,Freightliner Cascadia
SMM,0702,3AKJHHDR3KSKW2064,2019,Freightliner Cascadia
MOB TRANSPORT LLC,0702,3AKJHHDR3KSKW2064,2019,Freightliner Cascadia
GG CARGO,0702,4V4NC9THXKN220646,2019,Volvo VNL
MARTIAN EXPRESS Inc.,0702,4V4NC9THXKN220646,2019,Volvo VNL
GG CARGO,0703,1FUJHHDR0LLLX1806,2020,Freightliner Cascadia
GAMBOA LOGISTIC INC,0703,3AKJHHDR8MSMC0591,2021,Freightliner Cascadia
GG CARGO,0704,1FUJHHDU2LLMA0800,2020,"Freightliner New Cascadia 126 Sleepercab"""
ZERO MAX Inc,0704,1FUJHHDV2LLMA0800,2020,Freightliner Cascadia
ECO EXPRESS,0704,4V4NC9EG7GN946380,2016,Volvo VNL
GG CARGO,0705,1FUJHHDVXLLMA0799,2020,"Freightliner New Cascadia 126 Sleepercab"""
GG CARGO,0706,3AKJHHDR5JSJT9476,2018,"Freightliner New Cascadia 126 Sleepercab"""
ANSOR EXPRESS,0707,1FUJGLD50GLGU8353,2016,Freightliner Cascadia
ANSOR EXPRESS,0707,3AKJGLDR3HSHR4674,2017,Freightliner Cascadia
FREIGHT ZONE,0707,4V4NC9EJ9HN981998,2017,Volvo VNL
STW LTO,0708,3AKJGLDR3JSHU4928,2018,Freightliner Cascadia
ZERO MAX Inc,0709,3AKJHHDR7MSMA6102,2021,Freightliner New Cascadia 126
GG CARGO,0710,3AKJHHDR9MSMA6103,2021,"Freightliner New Cascadia 126 Sleepercab"""
GG CARGO,0711,3AKJHHDR0MSMA6104,2021,"Freightliner New Cascadia 126 Sleepercab"""
GOLDEN TOUCH LOGISTICS LLC,0712,4V4NC9EH6LN250712,2020,Volvo VNL
ZERO MAX Inc,0713,3AKJHHDR8MSMA6108,2021,Freightliner New Cascadia 126
ZERO MAX Inc,0714,3AKJHHDVXNSNC1002,2022,Freightliner New Cascadia 126
GG CARGO,0715,3AKJHHDV1NSNC1003,2022,Freightliner Cascadia
ZERO MAX Inc,0716,3AKJHHDV5NSNC1005,2022,Freightliner New Cascadia 126
GG CARGO,0718,3AKJHHDV4NSNC4140,2022,"Freightliner New Cascadia 126 Sleepercab"""
GG CARGO,0719,3AKJHHDV8NSNC4139,2022,Freightliner Cascadia
ZERO MAX Inc,0720,3AKJHHDV6NSNC4141,2022,Freightliner New Cascadia 126
GG CARGO,0720,3AKJHHDV6NSNC4141,2022,Freightliner Cascadia
ZERO MAX Inc,0721,3AKJHHDVXNSNC4143,2022,Freightliner New Cascadia 126
GG CARGO,0722,3AKJHHDVXPSUF4792,2023,Freightliner Cascadia
ROYCE LLC,0722,3AKJHPDVXMSLH0722,2021,Freightliner Cascadia
GG CARGO,0725,1FUJHHDV6PLUH0418,2023,Freightliner Cascadia
GG CARGO,0726,1FUJHHDV8PLUH0419,2023,Freightliner Cascadia
GG CARGO,0727,1FUJHHDV4PLUH0420,2023,Freightliner Cascadia
GG CARGO,0728,3AKJHHDV0PSUM5670,2023,Freightliner Cascadia
GG CARGO,0729,3AKJHHDV2PSUM5671,2023,Freightliner Cascadia
GG CARGO,0730,1XPBDP9X4PD892079,2023,Peterbilt 579
GG CARGO,0731,3AKJHHDV2PSUM5668,2023,Freightliner Cascadia
GG CARGO,0732,3AKJHHDV4PSUM5669,2023,Freightliner Cascadia
GG CARGO,0733,3AKJHHDV4PSUM5672,2023,Freightliner Cascadia
GG CARGO,0734,3AKJHHDV8PSUM5674,2023,Freightliner Cascadia
GG CARGO,0736,3AKJHHDR5SSVY3863,2025,Freightliner Cascadia
GG CARGO,0738,3AKJHHDR9SSVY3865,2025,Freightliner Cascadia
ROSY CARGO INC,074,3AKJGLD5XGSHB1040,2016,Freightliner Cascadia
AIDAI CORP,0759,3AKJHPDV0MSLH0759,2021,Freightliner Cascadia
ORM LOGISTICS LLC,0761,3AKJHPDV9MSLH0761,2021,Freightliner Cascadia
TEZ GLOBAL,077,3AKJHHDR8NSND2485,2022,Freightliner Cascadia
ROYCE LLC,077,4V4NC9EG8GN942063,2016,Volvo VNL
NIGHT RUNNER TRANSPORT INC,077,4V4NC9EH4KN873664,2019,Volvo VNL
GAMIY FREIGHT LLC,077,4V4NC9EH4KN873664,2019,Volvo VNL
GOZAL,077,4V4NC9EJ0RN643293,2024,Volvo VNL
UF CARGO INC,077,4V4NC9EJ2KN197430,2019,Volvo VNL
KJACOB LLC,0770,3AKJHHDR2KSHU6195,2019,Freightliner Cascadia
BIG DUCK TRUCKING,0770,3AKJHHDR2KSHU6195,2019,Freightliner Cascadia
YOKUB,0773,3AKJHHDR9JSJJ0773,2018,Freightliner Cascadia
ITF GROUP LLC,0777,4V4NC9EH9NN603351,2022,Volvo VNL
BEK TRANSPORTATION,0778,4V4NC9EHXLN230687,2020,Volvo VNL
BEK Trans,0779,4V4NC9EH8MN265309,2021,Volvo VNL
YAYA CARGO EXPRESS,0780,7WL3H4024PT000780,2023,Trail Maxx Trail Maxx
YAYA CARGO EXPRESS,0781,7WL3H4026PT000781,2023,Trail Maxx Trail Maxx
A1A PRIME LOGISTICS,0782,3AKJHHDRXPSNK0782,2023,Freightliner Cascadia
ROYCE LLC,0782,3AKJHHDRXPSNK0782,2023,Freightliner Cascadia
R2M TRANSPORT,0793,5VGFW503X11L000793,2001,Kaufman Trailers Of Nc
Midstate Trucking LLC,08,13N153202N1547854,2022,Fontaine Trailer Co. Fontaine Trailer Co.
MONO FREIGHT LLC,08,13N153202N1547854,2022,Fontaine Trailer Co. Fontaine Trailer Co.
TEZ GLOBAL,08,3AKJHHDR2KSHU6097,2019,"Freightliner New Cascadia 126 Sleepercab"""
GRAND CARRIERS LLC,08,3AKJHHDR9LSLK0454,2020,Freightliner Cascadia
AMERICAN TURBO,08,3AKJHHDRXMSMU3553,2021,Freightliner Cascadia
YAYA CARGO EXPRESS,08,3C63RRHL9JG423380,2018,RAM 3500
AZ EXPRESS LINE,0808,3AKJHHDR7LSKC0736,2020,Freightliner Cascadia
WAY MOORE TRUCKING LLC,0824,3AKJHHDR0JSJJ0824,2018,Freightliner Cascadia
PRIME CARGO,0824,3AKJHHDR0JSJJ0824,2018,Freightliner Cascadia
PRIME CARGO,0824,3AKJHLDV5KSKA4064,2019,Freightliner Cascadia
SAG TRUCKING,0828,3AKJHHDR4RSVB0828,2024,Freightliner Cascadia
OBARKER TRUCKING LLC,085,3AKJHHDR9JSJT4071,2018,Freightliner Cascadia
ROCKET EXPEDITING,0855,4V4NC9EH5LN230855,2020,Volvo VNL
ROYCE LLC,0875,4V4NC9EHXSN670875,2025,Volvo VNL
VAMAR INC,0877,3AKJHHDR9KSJX1185,2019,Freightliner Cascadia
LOADPAL,088,4V4NC9EH0KN873127,2019,Volvo VNL
MP FRIEGHT,09,1FVACWFC7KHKK9252,2019,Freightliner M2
AKBAR EXPRESS,09,3AKJHHDR1MSMU8267,2021,Freightliner Cascadia
GREEN WAY TRUCKING LNC.,09,3AKJHHDR1MSMU8267,2021,"Freightliner New Cascadia 126 Sleepercab"""
BORDERLANDERS INC,090,4V4NC9EG5FN190742,2015,Volvo VNL
UNITED TRANS LLC,090,4V4NC9EG5FN190742,2015,Volvo VNL
HALOL TRANSPORT,090,4V4NC9EH8KN872615,2019,Volvo VNL
TRANS BUSINESS,0909,4V4NC9EH7KN902347,2019,Volvo VNL
BEK BOY LLC,091,4V4NC9EH6MN272260,2021,Volvo VNL
SAMIR LOGISTICS INC,0911,1XKYD49X2NJ476349,2022,Kenworth T680
SMM,0912,4V4NC9EH4GN954445,2016,Volvo VNL
ITF GROUP LLC,0930,3AKJHHDR3NSNB0930,2022,Freightliner Cascadia
RITE FREIGHT INC,095,4V4NC9EH8KN193816,2019,Volvo VNL
JAYKHUN CARGO LLC,095,4V4NC9EJ8NN602288,2022,Volvo VNL
SUCCESSOR INC,095,4V4NC9EJ8NN602288,2022,Volvo VNL
VANGUARD CARGO LLC,095,4V4NC9EJ8NN692288,2022,Volvo Truck VNL
ECHELON,0960,4V4NC9EG2GN190960,2016,Volvo VNL
GOLDMAN EXPRESS,097,3AKJGLD53ESFX3780,2014,Freightliner Cascadia
AW EXPRESS LLC,097,3AKJGLD53ESFX3780,2014,Freightliner Cascadia
Marty,1,1FD0W5HY8CEB34330,2012,Ford F-550
TRABZON EXPRESS,1,1XKYD49X6KJ282645,2019,Kenworth T680
STW LTO,1,3AKJGLD55GSGW0373,2016,Freightliner Cascadia
CRANK AND GO,1,3AKJGLDR1HSHV1676,2017,Freightliner Cascadia
KAVELLEMIAHS ENTERPRISES LLC,1,3AKJGLDR1HSHW3570,2017,Freightliner Cascadia
EAGLE EYE,1,3AKJHHDR3KSKB6021,2019,Freightliner Cascadia
BEK LOGISTICS,1,3AKJHHDR6KSKF3693,2019,Freightliner Cascadia
AP UNITED LLC,1,3AKJHHDR6KSKF3693,2019,Freightliner Cascadia
ALI KOCHALIYEV,1,3C6TRVDG9KE500358,2019,RAM ProMaster 2500
VETURA,1,4V4NC9EH0EN169837,2014,Volvo VNL
SAFE AND SECURE,1,4V4NC9EH9NN601406,2022,Volvo VNL
SPARTAN TRANSPORT LLC,1,4V4NC9EJ4PN615722,2023,Volvo VNL
AMERICAN EAGLE,1,4V4NC9EJ6EN158408,2014,Volvo VNL
Brothers Way,1,4V4NC9EJ6FN914496,2015,Volvo VNL
ZAKRULLAH NOORI,1,JTEBU5JR3H5481492,2017,Toyota 4-Runner
SFS GROUP INC,10,1FUJHHDR0LLKN2136,2020,Freightliner Cascadia
EXPRESS TRANSPORT,10,1TTE532C8G3938342,2016,Transcraft Combo Steel/Alum Flatbed
OCEAN TO OCEAN TRANSPORT INC,10,1XKYD49X2LJ220953,2020,Kenworth T680
STW LTO,10,3AKJGHDV0KDJU4414,2019,Freightliner Cascadia
META TRANSPORT,10,3AKJGLDR1HSHU4288,2017,Freightliner Cascadia
EZ LOAD LLC,10,3AKJHHDR5KSKK5226,2019,Freightliner Cascadia
ECO EXPRESS,10,3AKJHHDR6KSKB3890,2019,Freightliner Cascadia
ROCKET SPEED,10,3AKJHHDV2LSLT5858,2020,Freightliner Cascadia
Zakir Shahman,10,4V4NC9EJ7EN162502,2014,Volvo VNL
LAMO TRANS CARGO,10,4V4NC9EJ9NN287422,2022,Volvo VNL
ZM EXPRESS INC,10,4V4NC9EJOB532958,2011,Volvo Truck VNL
Midstate Trucking LLC,10,7KYAF5329RED39364,2024,Dorsey Dorsey
SEIZE THE WAY INC,10,7KYAF5329RED39364,2024,Dorsey Dorsey
MGK EXPRESS,10,7KYAF5329RED39364,2024,Dorsey Dorsey
VOLT EXPRESS LLC,100,3AKJHHDR6MSNA1430,2021,Freightliner Cascadia
PINTO EXPRESS,100,3AKJHHDR6MSNA1430,2021,Freightliner Cascadia
SHON EXPRESS,100,3AKJHHDR6MSNA1430,2021,Freightliner Cascadia
BROS TRANSPORT LLC,100,3AKJHHDR7KSKN0290,2019,"Freightliner New Cascadia 126 Sleepercab"""
MONDAY LOGISTICS LLC,100,4V4NC9EG2GN190943,2016,Volvo VNL
Frozen Transportation Express LLC,100,4V4NC9EH0PN611535,2023,Volvo VNL
MARTIAN EXPRESS Inc.,100,4V4NC9EH1FN184431,2015,Volvo VNL
ROYCE LLC,100,4V4NC9EH5JN997246,2018,Volvo VNL
ALEX ABDULL,100,4V4NC9EH7HN985271,2017,Volvo VNL
Sharp System LLC,100,4V4NC9EJ6RN633478,2024,Volvo Truck VNL
ROYCE LLC,1000,4V4NC9EH0HN982325,2017,Volvo VNL
ABBOS,1000,4V4NC9EH0HN982325,2017,Volvo VNL
WHV,1000,4V4NC9EH9KN202099,2019,Volvo VNL
IMS LINE,1001,3AKJGLD58FSGC9242,2015,Freightliner Cascadia
HORIZON,1001,3AKJHHDR8KSKF7342,2019,Freightliner Cascadia
POSTMAN CARGO INC,1001,4V4NC9EH2LN209574,2020,Volvo VNL
SEVEN ONE LOGISTICS,1001,4V4NC9EH4NN311350,2022,Volvo VNL
SAFETY GROUP LLC,1001,4V4NC9EH4NN311350,2022,Volvo VNL
NUMBER 1 TRANSPORT,1001,4V4NC9EH7KN897442,2019,Volvo VNL
SAFETY GROUP LLC,1002,1FUJHHDR6NLNC0296,2022,Freightliner Cascadia
ROYCE LLC,1002,3AKJHHDR2MSMT7715,2021,Freightliner Cascadia
SVB,1003,3AKJGLDR8DSBC9436,2013,Freightliner Cascadia
ATI TRANSPORT,1003,3AKJHHDR8KSKF8846,2019,Freightliner Cascadia
ALLIANSAS,1003,3HSDZAPR7JN530936,2018,International LT625
RADONA INC,1004,3AKJHHDR2PSUE0923,2023,Freightliner Cascadia
MONO FREIGHT LLC,1004,3AKJHHDR6PSUG9972,2023,Freightliner Cascadia
POSTMAN CARGO INC,1004,3AKJHHDR8MSMT9291,2021,Freightliner Cascadia
BARAKA TRUCKING,1006,3AKJGLDR8HSHX5375,2017,Freightliner Cascadia
DELO,1006,3AKJHHDR5JSJP1165,2018,Freightliner Cascadia
SENCO LOGISTICS INC,1007,3AKJHHDR8MSMT7721,2021,Freightliner Cascadia
BIG DUCK TRUCKING,1007,4V4NC9EH3LN226612,2020,Volvo VNL
EAGLE EYE,1007,4V4NC9EH3LN226612,2020,Volvo VNL
POSTMAN CARGO INC,1008,3AKJHHDR3PSNK7606,2023,Freightliner Cascadia
M&J,1009,1XKYD49X5KJ237082,2019,Kenworth T680
BITSHARP CORPORATION,1009,3AKJGLDR7HSHC1979,2017,Freightliner Cascadia
DELO,1009,3AKJHHDRXKSKD8694,2019,Freightliner Cascadia
GRPA LOGISTICS LLC,101,1FUJHHDRXLLLL0194,2020,Freightliner Cascadia
GG CARGO,101,1FUJHHDRXLLLM6606,2020,Freightliner Cascadia
U.S. PRIME INC.,101,1FUJHHDRXLLLM6606,2020,Freightliner Cascadia
RANA CARRIER,101,1UYVS2536FU192302VS2RA,2015,Utility Trailer Manufacturer Utility Trailer Manufacturer
VAMAR INC,101,3AKJHHDR2JSJW7039,2018,Freightliner Cascadia
TRANS LOGIC LLC,101,3AKJHHDR2LSLK0053,2020,Freightliner Cascadia
USA SILK WAY,101,3AKJHHDR4NSND2483,2022,Freightliner Cascadia
EDGARS DELIVERY LLC,101,3AKJHHDR6PSNH9890,2023,Freightliner Cascadia
PRIME LOAD LLC,101,3AKJHHDV6PSUF5292,2023,Freightliner Cascadia
PIR EXPRESS INC,101,3AKJHHDV7KSKF7619,2019,Freightliner Cascadia
ABBOS INC,101,3AKJHPDV5LSLF0294,2020,Freightliner Cascadia
MUS TRUCKING INC,101,4V4N19GF75N410018,2005,Volvo VNL
I-45 TRUCKING,101,4V4N99EH0EN172896,2014,Volvo VNL
STW LTO,101,4V4NC9EH0FN920419,2015,Volvo VNL
KAIS LOGISTICS INC.,101,4V4NC9EH6JN889069,2018,Volvo VNL
RNN TRANSPORT LLC,101,4V4NC9EH7JN884639,2018,Volvo VNL
STRAIGHT CARGO,101,4V4NC9EH8KN226944,2019,Volvo VNL
NYC TRANSPOTATION INC,101,4V4NC9EHXLN259669,2020,Volvo VNL
EZ TRANS,101,4V4NC9EJ1GN952400,2016,Volvo VNL
ECO EXPRESS,101,4V4NC9EJ2JN890934,2018,Volvo VNL
Moonstar Express LLC.,101,4V4NC9EJ5KN208985,2019,Volvo VNL
Frozen Transportation Express LLC,101,4V4NC9EJ5PN621903,2023,Volvo VNL
M&T CARGO LLC,101,4V4NC9EJ7FN182623,2015,Volvo VNL
"J&I Express, LLC",101,TTF532A563990207,[J&I,"Express, LLC's Unit]"
STW LTO,1010,3AKJHHDR2MSMF4445,2021,Freightliner Cascadia
POSTMAN CARGO INC,1010,3AKJHHDR9NSMZ0445,2022,Freightliner Cascadia
Northeast Transport LLC,1010,4V4N99EH8FN190595,2015,Volvo VNL
876 LOGISTICS LLC,1011,1FUJHHDR9KLKE3588,2019,Freightliner Cascadia
ARRI ER EXPRESS,1011,4V4NC9EH0FN916936,2015,Volvo VNL
ROYCE LLC,1011,4V4NC9EH5LN240933,2020,Volvo VNL
SAFETY CARGO LLC,10112,4V4NC9GH46N425251,2006,Volvo VNL
MONGO TRANSPORTATION,10112,4V4NC9GH46N425251,2006,Volvo VNL
MSA GROUP,1012,1XPBDP9X3PD835954,2023,Peterbilt 579
DELO,1012,3AKJHHDR2KSKB3689,2019,Freightliner Cascadia
KIDD EXPRESS,1014,1FUJGLD56FLGF9979,2015,Freightliner Cascadia
FARWAY TRUCKING LLC,1017,5KJJBHD57GLHM6415,2016,Western Star Trucks 5700
ECO EXPRESS,1019,3AKJGLD57FSGK1041,2015,Freightliner Cascadia
AIDAI CORP,102,,2020,Freightliner Cascadia
TRUSTED MILE LLC,102,1XPBDP9X3LD678338,2020,Peterbilt 579
ART EXPRESS,102,3AKJGLDR7HSHJ4907,2017,Freightliner Cascadia
TRUE TEAM TRANSPORT,102,3AKJHHDR0KSGC6097,2019,Freightliner Cascadia
JASSAR TRANS LLC,102,3AKJHHDR0LSLH2907,2020,Freightliner Cascadia
AIDAI CORP,102,3AKJHHDR1LSKZ6800,2020,Freightliner Cascadia
NYC TRANSPOTATION INC,102,3AKJHHDR4LSLM5603,2020,Freightliner Cascadia
ABS EXPRESS INC,102,3AKJHHDR6NSMW0013,2022,Freightliner Cascadia
KIDD EXPRESS,102,3AKJHHDR9JSHU5706,2018,Freightliner Cascadia
SAG TRUCKING,102,3AKJHHDV5MSMG5047,2021,Freightliner Cascadia
GRPA LOGISTICS LLC,102,3HSDZAPR2NN324154,2022,International LT625
LOADVISER LOGISTICS,102,4V4NB9EH7JN889925,2018,Volvo VNL
STW LTO,102,4V4NC9EH1FN185580,2015,Volvo VNL
ASM EXPRESS,102,4V4NC9EH1LN244560,2020,Volvo VNL
HIGHWAY LEGENDS,102,4V4NC9EH2CN543801,2012,Volvo VNL
"J&I Express, LLC",102,4V4NC9EH3DN143439,2013,Volvo VNL
TRUMBULL TRANSPORT INC,102,4V4NC9EJ0MN262844,2021,Volvo VNL
BENSON LLC,102,4V4NC9EJ1PN621896,2023,Volvo VNL
UZB FREIGHT INC,1023,4V4NC9EJ6GN942865,2016,Volvo VNL
US PATRIOTS INC(CARAVAN),1024,3AKJHHDR0JSJK8336,2018,"Freightliner New Cascadia 126 Sleepercab"""
Best Way Truck & Trailer Repair LLC,1025,3AKJGLD5XFSGA8022,2015,Freightliner Cascadia
TASK CORPORATION,1028,1FUJHHDRXLLLZ1013,2020,"Freightliner New Cascadia 126 Sleepercab"""
ARAVAN CARGO,1028,3AKJGLD5XFSGA8022,2015,Freightliner Cascadia
GILL CARRIERS,103,1FUJGLD53GLHA3857,2016,Freightliner Cascadia
UNISTAR LOGISTICS INC,103,3AKJHHDR0LSLM5615,2020,Freightliner Cascadia
STW LTO,103,3AKJHHDR4KSKJ4606,2019,Freightliner New Cascadia 126
Viva freight global,103,3AKJHHDRXMSME8232,2021,"Freightliner New Cascadia 126 Sleepercab"""
JETTCO INC,103,4V4NC9EH3RN630082,2024,Volvo VNL
DANIKO INC,103,4V4NC9EH5LN210086,2020,Volvo VNL
GROUND EXPRESS,103,4V4NC9EH7JN992954,2018,Volvo VNL
ECO EXPRESS,103,4V4NC9EH8HN990561,2017,Volvo VNL
Z BEST TRANSPORT,103,4V4NC9EJ5CN557775,2012,Volvo VNL
MONO FREIGHT LLC,103,4V4NC9EJ5PN621934,2023,Volvo VNL
TASK CORPORATION,1030,1FUJHHDR5LLLZ1016,2020,Freightliner Cascadia
ZR Transportation Inc.,1034,1FUJHHDR9KLKJ3561,2019,"Freightliner New Cascadia 126 Sleepercab"""
BIG DUCK TRUCKING,1035,4V4NC9EH8HN981035,2017,Volvo VNL
YTRUCKING,1036,3AKJHHDR5NSNF0085,2022,Freightliner Cascadia
MB TRANSPORT,104,1NLXD49X0GD299169,2016,"Gulf Stream Coach, Inc."
NYC TRANSPOTATION INC,104,3AKJHHDR0LSLM5436,2020,Freightliner Cascadia
UNI STAR,104,3AKJHHDR0LSLM5436,2020,Freightliner Cascadia
STW LTO,104,3AKJHHDR1KSKJ4630,2019,"Freightliner New Cascadia 126 Sleepercab"""
GOLDMAN EXPRESS,104,3AKJHHDR2JSJC7006,2018,Freightliner Cascadia
GUISHE TRUCKING CORP,104,3AKJHHDR3MSMC1082,2021,Freightliner Cascadia
MYM CARGO EXPRESS,104,3AKJHHDR6KSKP3723,2019,"Freightliner New Cascadia 126 Sleepercab"""
Progressive Carriers LLC.,104,3AKJHHDRXNSNB8104,2022,Freightliner Cascadia
GROUND EXPRESS,104,4V4NC9EH0PN602866,2023,Volvo VNL
IATE INC,104,4V4NC9EH0PN602866,2023,Volvo VNL
ISP GLOBAL INC,104,4V4NC9EH0PN602866,2023,Volvo VNL
MIRAN SUPPORT LLC,104,4V4NC9EH0PN602866,2023,Volvo VNL
AMERI SPEED LLC,104,4V4NC9EH4LN234640,2020,Volvo VNL
ZAYNA,104,4V4NC9EH9GN919562,2016,Volvo VNL
Sharp System LLC,104,4V4NC9EJ4GN937678,2016,Volvo VNL
WHITE FREIGHTLINER,1040,3AKJHHDR4LSLL1040,2020,Freightliner Cascadia
YTRUCKING,1043,3AKJHHDR1NSNF0083,2022,Freightliner Cascadia
YTRUCKING,1044,3AKJHHDR6NSNF0077,2022,Freightliner Cascadia
JAYKHUN CARGO LLC,1049,4V4NC9EH6RN661049,2024,Volvo VNL
Progressive Carriers LLC.,105,3AKJHHDR1NSNB8105,2022,Freightliner Cascadia
NYC TRANSPORTATION,105,3AKJHHDR2LSKD2373,2020,Freightliner Cascadia
UNI STAR,105,3AKJHHDR2LSKD2373,2020,Freightliner Cascadia
MYM CARGO EXPRESS,105,3AKJHHDR3KSHU5914,2019,Freightliner New Cascadia 126
SEIZE THE WAY INC,105,3AKJHHDR9KSKJ4763,2019,Freightliner Cascadia
EYSEL AMERICAN LOGISTICS LLC,1052,3AKJHHDR8KSKL8410,2019,Freightliner Cascadia
VAMAR,1055,4V4NC9EH8GN954691,2016,Volvo VNL
ITF GROUP LLC,105950,1UYVS253XR3105950,2024,Utility Trailer Manufacturer Utility Trailer Manufacturer
MANNYS TRANSPORT,106,1XP7DB9X46D885558,2006,Peterbilt 387
SEIZE THE WAY INC,106,3AKJHHDR0KSKJ4764,2019,Freightliner Cascadia
UNUSOBOD INC,106,3HSDZTZR5KN441795,2019,International LT625
ECO EXPRESS,106,4V4NC9EH3KN898068,2019,Volvo VNL
META TRANSPORT,1061,3AKJHHDR5LSLS2699,2020,Freightliner Cascadia
WAY MOORE TRUCKING LLC,1065,3AKJHHDR7JSJY1065,2018,Freightliner Cascadia
ELMIRA EXPRESS,107,1TTF532C5K3144654,2019,Transcraft Combo Steel/Alum Flatbed
DADAKHON TRANS CORP,107,3AKJGLDR1KSKT1790,2019,Freightliner Cascadia
MYM CARGO EXPRESS,107,3AKJHHDR2KSKJ4765,2019,Freightliner New Cascadia 126
SEIZE THE WAY INC,107,3AKJHHDR2KSKJ4765,2019,Freightliner Cascadia
EAGLE EYE,107,3AKJHHDR3MSMU1076,2021,Freightliner Cascadia
STRAIGHT CARGO,107,3AKJHHDR3MSMU1076,2021,Freightliner Cascadia
LOAD X FREIGHT LLC,107,4V4NC9EH5NN603458,2022,Volvo VNL
ROYCE LLC,107,4V4NC9EH5NN603458,2022,Volvo VNL
A2B TRANSPORTATION INC,107,4V4NC9EH6MN280293,2021,Volvo VNL
VON EXPRESS,107,4V4NC9EH9KH203060,2019,Volvo Truck VNL
LEDGENDS LANE LLC,107,4V4NC9EJ6KN902942,2019,Volvo VNL
ZAN EXPRESS,107346,3AKJGLD50GSGY2572,2016,Freightliner Cascadia
Moonstar Express LLC.,108,1RND53A32AR023416,2010,Reitnouer Inc Reitnouer Inc Trailers
VIP Global Inc.,108,3AKJGLD56GSGJ2610,2016,Freightliner Cascadia
STW LTO,108,3AKJHHDRXKSLG6482,2019,"Freightliner New Cascadia 126 Sleepercab"""
EAGLE EYE,108,3AKJHHDRXKSLG6482,2019,Freightliner Cascadia
STRAIGHT CARGO,108,3AKJHHDRXMSMS7501,2021,Freightliner Cascadia
BIG DUCK TRUCKING,1081,3AKJHHDR7MSMU1081,2021,Freightliner Cascadia
DELO,1081,3AKJHHDV4KSKB0984,2019,Freightliner Cascadia
COLIBRI HOLDING LLC,1089,4V4BC9EHXTN699961,2026,Volvo NEW VNL
UNITED EXPRESS INC,109,1FUJGLD52GLGX2279,2016,Freightliner Cascadia
UTL TRUCKING LLC,109,1GR1A0627PB510957,2023,Great Dane Trailers Great Dane Trailers
STW LTO,109,3AKJHHDR8KSKN8690,2019,"Freightliner New Cascadia 126 Sleepercab"""
Midstate Trucking LLC,11,13N153205K1530865,2019,Fontaine Trailer Co Fontaine Trailer Co.
INTERNATIONAL,11,1HSHBGFR2LH298723,1990,International 8100
TAMU LOGISTICS,11,1XKYD49X1NJ134651,2022,Kenworth T680
ZM EXPRESS INC,11,3AKJHHDR0JSJJ3996,2018,Freightliner Cascadia
HAULAGE FRIGHT LLC,11,3AKJHHDR7LSLR2589,2020,Freightliner Cascadia
Aravan Cargo Inc.,11,4V4NC9EH0JN889035,2018,Volvo VNL
BSL TRANSPORT,11,4V4NC9EH4PN607441,2023,Volvo VNL
ROYCE TRUCK & TRAILER REPAIR LLC,11,4V4NC9EHXGN953722,2016,Volvo VNL
ELMIRA EXPRESS,11,4V4NC9EJ7EN172804,2014,Volvo VNL
BRAVO,110,3AKJHHDR3PSMT7808,2023,Freightliner Cascadia
CIRCLE O INC,110,3AKJHHDR6PSUE0973,2023,Freightliner Cascadia
